Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory
Graacher Himmelreich Riesling Spätlese,Germany,Mosel,Markus Molitor,4.1,40,23.95,2015,white
Saarburger Rausch Riesling Auslese,Germany,Mosel,Forstmeister Geltz-Zilliken,4.1,40,54.95,2018,white
Genèse Riesling,France,Alsace,Vignoble des 2 Lunes,4.0,40,14.57,2011,white
Roero Arneis,Italy,Roero,Pescaja,4.0,40,10.92,2019,white
Terroir d'Altitude Chardonnay,France,Pays d'Oc,Fortant,3.9,40,9.5,2017,white
Tertiär Sauvignon Blanc Trocken,Germany,Pfalz,Wageck-Pfaffmann,3.5,40,9.5,2018,white
Morena Bianca Lugana,Italy,Lugana,Biscardo,3.8,40,8.76,2019,white
Silvaner Escherndorfer,Germany,Franken,Rainer Sauer,3.8,40,11.51,2016,white
Volz Riesling,Germany,Wiltingen,Van Volxem,4.0,40,31.68,2015,white
Vigne di Catullo Riserva Lugana,Italy,Lugana,Roveglia,4.0,40,12.58,2016,white
Tacheles,Germany,Rheinhessen,Weinreich,3.8,40,13.4,2018,white
White Block Chardonnay,Australia,Langhorne Creek,Bremerton,3.6,40,19.3,2018,white
Saint-Véran,France,Saint-Véran,Trénel,3.8,40,14.95,2018,white
Chardonnay Leithakalk,Austria,Burgenland,Kollwentz,3.7,40,31.63,2017,white
Sauvignon Blanc,South Africa,Coastal Region,Steenberg,3.9,40,13.75,2019,white
El Viaje de Ramón Verdejo,Spain,Rioja,Ramón Bilbao,3.2,41,6.75,2018,white
Petit Chablis,France,Petit Chablis,Domaine Philippe Goulley,3.6,41,17.2,2018,white
Dajoar Riesling,Germany,Mosel,Andreas Bender,4.1,41,7.32,2018,white
Russiz Superiore Col Disôre Bianco Collio,Italy,Collio,Marco Felluga,4.3,41,35.99,2016,white
Oppenheim Riesling,Germany,Rheinhessen,Kühling-Gillot,3.9,41,20.88,2018,white
Felseneck Riesling Kabinett,Germany,Nahe,Schäfer-Fröhlich,3.8,41,16.58,2018,white
Halenberg Riesling GG,Germany,Nahe,Emrich-Schönleber,4.2,41,42.0,2018,white
Passerina,Italy,Terre di Chieti,Villamedoro,3.3,41,5.7,2016,white
Black Label Nik Weis Goldtröpfchen Kabinett,Germany,Mosel,St. Urbans-Hof,4.3,41,15.99,2018,white
Chardonnay II,Germany,Pfalz,Von Winning,3.6,41,14.5,2017,white
Sauvignon Blanc,Germany,Rheinhessen,Krämer - Straight,4.1,41,8.99,2019,white
Nussberg Grüner Veltliner,Austria,Wien,Wieninger,3.7,41,13.14,2018,white
Chardonnay,France,Pays d'Oc,Cap Cette,3.3,41,7.5,2018,white
Branco,Portugal,Dão,Quinta da Ponte Pedrinha,3.9,41,8.8,2017,white
La Soufrandiére Le Clos de Grand Pére Macon-Vinzelles,France,Mâcon-Vinzelles,Bret Brothers & The Soufrandière,4.1,41,27.5,2017,white
Sauvignon Blanc,Germany,Pfalz,Heinrich Spindler,3.8,41,10.5,2018,white
Scheurebe Trocken,Germany,Rheinhessen,Wittmann,3.6,41,15.25,2018,white
Pouilly-Fumé Terres Blanches,France,Pouilly-Fumé,Pascal Jolivet,3.8,41,26.18,2018,white
Niederberg Helden Riesling Spätlese Feinherb,Germany,Mosel,Weingut Thanisch,4.1,41,12.85,2018,white
Chardonnay,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.4,41,9.5,2018,white
Frühtau Riesling Trocken,Germany,Nahe,Emrich-Schönleber,4.0,41,17.9,2016,white
Paulessen Riesling,Germany,Mosel,Andreas Bender,3.8,41,7.32,2018,white
Reserva Chardonnay (Classic),Chile,Central Valley,Montes,3.6,41,6.89,2019,white
Domaine Sainte Barbe Les Tilles Mâcon-Villages,France,Mâcon-Villages,Chaland Jean-Marie,3.6,41,14.5,2018,white
Montagny 1er Cru 'Les Saint Morilles',France,Montagny 1er Cru 'Saint-Morille',Berthenet,3.7,41,19.37,2015,white
Sancerre Blanc,France,Sancerre,Langlois-Chateau,3.7,41,10.0,2017,white
Ευχές (Wishes),Greece,Macedonia,Pieria Eratini (Πιερία Ερατεινή),4.0,41,13.95,2015,white
Vieilles Vignes Châteauneuf-du-Pape Blanc,France,Châteauneuf-du-Pape,Château de Beaucastel,4.4,41,154.99,2015,white
Estate Gewürztraminer,France,Alsace Grand Cru,Hugel,4.0,41,20.47,2013,white
Chardonnay,Austria,Burgenland,Paul Achs,3.6,41,9.65,2018,white
Muskateller Trocken,Germany,Pfalz,Ökonomierat Rebholz,4.1,41,18.94,2018,white
Teppo Riesling,Germany,Mosel,Fio,3.7,41,17.79,2016,white
Rioja Fermentado en Barrica Blanco,Spain,Rioja,Baigorri,3.6,41,14.43,2017,white
Opale,Italy,Vermentino di Sardegna,Mesa,3.9,41,22.5,2018,white
Felseneck Riesling GG,Germany,Nahe,Schäfer-Fröhlich,4.3,41,46.79,2018,white
Mineral Riesling Trocken,Germany,Nahe,Emrich-Schönleber,3.9,41,14.9,2018,white
Heugumber,Germany,Baden,Ziereisen,3.5,41,6.4,2017,white
Frühtau Riesling Trocken,Germany,Nahe,Emrich-Schönleber,4.0,41,23.06,2017,white
Lo Cortinelo.Lo Blanc,Spain,Plà i Llevant,Es Fangar,4.3,41,28.1,2016,white
Riesling Trocken,Germany,Nahe,Korrell,3.6,41,9.9,2018,white
Kupfergrube GG,Germany,Nahe,Gut Hermannsberg,4.4,42,46.88,2016,white
Loibenberg Riesling,Austria,Wachau,Pichler-Krutzler,3.9,42,32.87,2017,white
Hyde Vineyard Chardonnay,United States,Los Carneros,Patz & Hall,4.3,42,84.0,2016,white
Chardonnay Fermentado en Barrica,Spain,Somontano,Enate,4.3,42,19.99,2018,white
Pinot Grigio,Italy,Friuli-Venezia Giulia,Sturm,4.0,42,14.43,2018,white
Semis Bianco,Italy,Abruzzo,Collefrisio,4.3,42,29.95,2015,white
Win Win Riesling,Germany,Pfalz,Von Winning,3.8,42,9.7,2019,white
St. Andrews Chardonnay,Australia,Clare Valley,Taylors / Wakefield,4.1,42,20.0,2017,white
Chardonnay Leithakalk,Austria,Burgenland,Kollwentz,3.7,42,20.28,2018,white
Oberbergener Bassgeige Weissburgunder,Germany,Baden,Franz Keller,3.8,42,12.5,2018,white
Materia Prima,Austria,Wagram,Fritsch,4.3,42,20.84,2018,white
Grauburgunder Herrenstück,Germany,Baden,Weingut Holger Koch,3.9,42,14.95,2015,white
Albariño,Spain,Rías Baixas,Paco & Lola,3.7,42,9.6,2019,white
Classic Chardonnay,Austria,Wien,Wieninger,3.5,42,9.91,2018,white
Kallstadter Saumagen Riesling Kabinett Trocken,Germany,Pfalz,Koehler-Ruprecht,3.8,42,12.57,2018,white
Ölberg Riesling,Germany,Rheinhessen,Kühling-Gillot,4.2,42,36.95,2016,white
Vermentino Isola dei Nuraghi,Italy,Isola dei Nuraghi,Capichera,4.2,42,35.97,2018,white
Ercavio Blanco,Spain,Castilla,Más Que Vinos,3.5,42,6.1,2018,white
Maximin Grünhäuser Abtsberg Superior,Germany,Mosel,Maximin Grünhaus,4.2,42,25.0,2017,white
Aragosta Vermentino di Sardegna,Italy,Vermentino di Sardegna,Santa Maria La Palma,3.7,42,6.9,2019,white
Perdeblokke Sauvignon Blanc,South Africa,Constantia,Klein Constantia,3.9,42,24.91,2017,white
Pinot Blanc Tradition,France,Alsace,Emile Beyer,4.0,42,11.49,2018,white
Wehlener Sonnenuhr Riesling Kabinett,Germany,Wehlen,Joh. Jos. Prüm,3.9,42,25.47,2018,white
Summer In A Bottle White,United States,Long Island,Wölffer Estate,4.0,42,24.9,2019,white
Frühlingsplätzchen Riesling GG,Germany,Nahe,Emrich-Schönleber,4.1,42,37.95,2013,white
Leflaive & Associes Auxey-Duresses,France,Auxey-Duresses,Domaine Leflaive,3.9,42,49.9,2016,white
Gemischter Satz,Austria,Wiener Gemischter Satz,Bernhard Ott,3.6,42,11.02,2017,white
Lou Coucardié Blanc,France,Costières-de-Nîmes,Michel Gassier,4.0,42,23.05,2015,white
Monferrato Estrosa Bianco,Italy,Monferrato,Pico Maccario,3.5,42,10.4,2018,white
Pettenthal Riesling GG,Germany,Rheinhessen,Kühling-Gillot,4.1,42,50.0,2017,white
La Femme Soleil,France,Languedoc-Roussillon,Domaine Hors Champ,3.4,42,21.45,2018,white
Meursault Premier Cru 'Les Charmes',France,Meursault 1er Cru 'Charmes',Domaine du Pavillon,4.2,42,70.0,2017,white
Zakynthino,Greece,Slopes of Enos,Sclavus (Sclavos),3.8,42,17.9,2016,white
Tselepos Classic Moschofilero Mantinia,Greece,Mantinia,Κτημα Τσελεπου (Ktima Tselepos),3.8,42,9.95,2019,white
Sauvignon Blanc Tradition,Germany,Pfalz,Philipp Kuhn,3.8,42,13.37,2017,white
Bianco di Merlot,Switzerland,Ticino,Castello di Morcote,4.0,42,43.87,2017,white
T.N. 76 Weissburgunder,Italy,Trentino-Alto Adige,Thomas Niedermayr,3.8,42,33.0,2013,white
Reserva Sauvignon Blanc,Chile,Maule Valley,Viña Palo Alto,3.1,42,6.84,2019,white
Frauenberg Riesling GG,Germany,Rheinhessen,Battenfeld Spanier,3.9,42,41.58,2016,white
Cirò Bianco,Italy,Cirò,Fattoria San Francesco,3.7,43,5.95,2017,white
Picpoul de Pinet,France,Picpoul de Pinet,Domaine de Belle Mare,3.9,43,6.73,2019,white
Steinterrassen - Riesling Federspiel,Austria,Wachau,Franz Hirtzberger,3.7,43,19.9,2018,white
Corton-Charlemagne Grand Cru Blanc,France,Corton-Charlemagne Grand Cru,Bouchard Père & Fils,4.5,43,178.96,2016,white
Steinmühle,Austria,Burgenland,Kollwentz,3.8,43,25.47,2017,white
Chablis,France,Chablis,Domaine Philippe Goulley,3.8,43,19.95,2018,white
Chardonnay,United States,Long Island,Wölffer Estate,3.6,43,17.9,2017,white
Berg Rottland Riesling,Germany,Rheingau,Georg Breuer,4.2,43,38.9,2017,white
Chardonnay,United States,Long Island,Wölffer Estate,3.8,43,19.9,2018,white
Muscadet-Sèvre et Maine Sur Lie,France,Muscadet-Sevre et Maine,Pépière,3.6,43,9.36,2019,white
Riesling Alsace Grand Cru 'Sommerberg',France,Alsace Grand Cru 'Sommerberg',Albert Boxler,4.0,43,53.22,2016,white
Riesling Alsace,France,Alsace,Kuehn,3.6,43,8.48,2015,white
Just Fucking Good Wine Organic Blanc,Spain,Valencia,Neleman,3.7,43,9.59,2019,white
Brauneberger Juffer Riesling Kabinett,Germany,Brauneberg,Schloss Lieser,3.9,43,15.9,2018,white
Saarburger Rausch Riesling Auslese,Germany,Mosel,Forstmeister Geltz-Zilliken,3.8,43,54.95,2016,white
Whitehall Chardonnay,South Africa,Elgin,Neil Ellis,4.0,43,23.79,2016,white
Blanco Fermentado en Barrica,Spain,Rioja,Hacienda el Ternero,3.8,43,10.9,2016,white
Sauvignon Blanc,United States,California,Gallo Family Vineyards,3.5,43,6.05,2019,white
Saar Alte Reben Riesling,Germany,Mosel,Markus Molitor,3.9,43,18.95,2015,white
Als Wär's ein Stück Von Mir,Germany,Rheinhessen,Weingut Gunderloch,3.6,43,11.4,2016,white
Wehlener Sonnenuhr Riesling Kabinett,Germany,Wehlen,Schloss Lieser,3.9,43,14.95,2017,white
Fehérburgundi,Hungary,Sopron,Weninger,3.7,43,15.6,2015,white
Puligny-Montrachet,France,Puligny-Montrachet,Domaine Henri Boillot,4.3,43,59.9,2017,white
Graacher Domprobst Riesling Auslese***,Germany,Mosel,Markus Molitor,4.1,43,50.0,2003,white
Chardonnay,Australia,South Eastern Australia,Barramundi,3.0,43,6.5,2019,white
Chardonnay Bambule!,Austria,Burgenland,Judith Beck,3.9,43,26.9,2015,white
Pinot Gris Tradition,France,Alsace,Emile Beyer,3.8,43,13.2,2017,white
Burgberg Riesling GG,Germany,Nahe,Diel,4.1,43,42.0,2015,white
Bianco,Spain,Valencia,Vergel,3.4,43,6.2,2019,white
Klostersatz Grüner Veltliner,Austria,Wachau,Pichler-Krutzler,3.9,43,15.5,2017,white
Circumstance Chenin Blanc,South Africa,Stellenbosch,Waterkloof,3.9,43,19.5,2018,white
Albariño,Spain,Rías Baixas,Los Amantes,3.7,43,7.0,2018,white
Hermitage Le Chevalier de Sterimberg,France,Hermitage,Paul Jaboulet Aîné,4.2,43,78.75,2016,white
Setzberg - Riesling Smaragd,Austria,Wachau,Franz Hirtzberger,4.2,43,32.0,2017,white
Corton-Charlemagne Grand Cru,France,Corton-Charlemagne Grand Cru,Domaine Henri Boillot,4.5,43,189.0,2016,white
Sancerre Blanc,France,Sancerre,Michel Thomas & Fils,3.7,43,18.08,2018,white
Estoras Sauvignon Blanc,Austria,Burgenland,Esterházy,3.6,43,12.25,2017,white
Sauvignon Blanc,South Africa,Walker Bay,Southern Right,3.7,43,11.9,2019,white
Wachenheimer Goldbächel P.C,Germany,Pfalz,Dr. Bürklin-Wolf,4.0,43,29.0,2016,white
Pechstein GG,Germany,Pfalz,Reichsrat von Buhl,4.1,43,45.0,2017,white
Gelblack Riesling Trocken,Germany,Rheingau,Schloss Johannisberg,4.0,43,15.0,2019,white
Südtiroler Sauvignon Porphyr & Kalk,Italy,Südtirol - Alto Adige,Ignaz Niedrist,4.0,43,20.9,2018,white
Steinhaus Riesling Trocken,Germany,Rheingau,Trenz,3.8,43,9.21,2016,white
Brauneberger Riesling Trocken,Germany,Brauneberg,Fritz Haag,3.8,43,14.5,2018,white
Meursault-Charmes Premier Cru,France,Meursault 1er Cru 'Charmes',Domaine Jean Monnier & Fils,3.8,43,86.62,2016,white
Pouilly-Fumé,France,Pouilly-Fumé,Langlois-Chateau,3.7,44,21.66,2016,white
Chenin Blanc,Germany,Pfalz,Oliver Zeter,4.0,44,22.0,2018,white
Coronata Integration,South Africa,Durbanville,Nitída,4.3,44,17.5,2016,white
Niederberg Helden Riesling GG,Germany,Mosel,Schloss Lieser,3.9,44,29.9,2018,white
Mâcon-Villages,France,Mâcon-Villages,Daniel Pollier,3.6,44,9.54,2016,white
Lesca Chardonnay,South Africa,Robertson,De Wetshof,3.9,44,13.58,2018,white
Weisser Burgunder I,Germany,Pfalz,Von Winning,4.0,44,29.95,2013,white
Gavi,Italy,Gavi,Giacosa Fratelli,3.7,44,9.95,2018,white
Sauvignon Blanc (Markgräflerland),Germany,Baden,Martin Waßmer,3.5,44,10.9,2018,white
Auxerrois Grand Premier Cru,Luxembourg,Côtes de Grevenmacher,Bernard-Massard,3.8,44,12.7,2017,white
Le Creete,Italy,Lugana,Ottella,4.0,44,11.9,2019,white
Weissburgunder Steirische Klassik,Austria,Südsteiermark,Tement,3.8,44,14.4,2017,white
Diego,Spain,Valencia,De Moya,3.8,44,13.33,2019,white
Wunderwerk Riesling,Germany,Rheinhessen,Dreissigacker,3.9,44,20.96,2016,white
Stettener Riesling Schilfsandstein,Germany,Württemberg,Beurer,3.7,44,16.35,2016,white
Chablis,France,Chablis,Joseph Drouhin,3.6,44,19.3,2018,white
Ried Steinriegl Gelber Muskateller,Austria,Südsteiermark,Wohlmuth,3.8,44,15.65,2018,white
Vom Schiefer,Germany,Nahe,Gut Hermannsberg,3.9,44,15.65,2018,white
Florence Sauvignon Blanc - Chardonnay,South Africa,Stellenbosch,Aaldering,3.9,44,11.5,2018,white
Collectors Reserve The Cableway Chardonnay,South Africa,Western Cape,Durbanville Hills,3.8,44,16.99,2018,white
Château-Thébaud,France,Muscadet-Sevre et Maine,Pépière,4.0,44,17.06,2014,white
Riesling Alsace Grand Cru 'Kitterlé',France,Alsace Grand Cru 'Kitterle',Domaines Schlumberger,3.9,44,25.24,2017,white
Côte de Rouffach Gewürztraminer,France,Alsace,René Muré,3.9,44,15.5,2016,white
Graf Morillon,Austria,Südsteiermark,Sepp & Maria Muster,4.0,44,29.5,2013,white
Kiechlinsberger Vulkanfelsen Grauerburgunder Trocken,Germany,Baden,Königschaffhausen-Kiechlinsbergen,4.0,44,10.24,2018,white
Platin Riesling,Austria,Kamptal,Jurtschitsch,3.6,44,10.09,2019,white
Classic Graves Blanc,France,Graves,Château Brondelle,3.6,44,11.95,2016,white
Eden Valley Dry Riesling,Australia,Eden Valley,Langmeil,3.6,44,15.5,2015,white
1000-Eimerberg Riesling Federspiel,Austria,Wachau,Gritsch Mauritiushof,3.8,44,12.87,2018,white
Vis Uvae,Italy,Friuli-Venezia Giulia,Il Carpino,3.7,44,26.77,2013,white
Gelber Muskateller,Austria,Burgenland,Leo Hillinger,3.6,44,8.89,2017,white
Vermentino,Italy,Salento,Timo,3.9,44,6.95,2019,white
Altenberg Alte Reben,Germany,Mosel,Van Volxem,4.1,44,39.95,2015,white
Great Expectations Sauvignon Blanc,South Africa,Robertson,Goedverwacht,3.6,44,6.77,2019,white
Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe),France,Pouilly-Fuissé,J.A. Ferret,4.4,44,63.06,2016,white
Ermitage de l'Orée,France,Hermitage,M. Chapoutier,4.8,44,189.95,2004,white
Eins Zu Eins Gewürztraminer,Germany,Pfalz,Weingut A. Diehl,4.0,44,6.8,2018,white
Signature Blanc,France,Côtes de Gascogne,Domaine Saint-Lannes,3.7,44,5.95,2019,white
Appius,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.5,44,101.75,2015,white
Blanco,Spain,Rioja Alta,Tarón,3.4,44,5.2,2017,white
Steinbuckel Riesling GG,Germany,Pfalz,Knipser,4.0,44,31.19,2015,white
Chardonnay,South Africa,Western Cape,Laborie,3.1,44,8.49,2017,white
Dürnsteiner Kellerberg Riesling Smaragd,Austria,Wachau,F.X. Pichler,4.4,44,59.73,2017,white
Châteauneuf-du-Pape La Bernardine Blanc,France,Châteauneuf-du-Pape,M. Chapoutier,3.6,44,33.46,2016,white
Les Vieilles Vignes Meursault,France,Meursault,Vincent Girardin,4.0,44,70.3,2016,white
Viognier,South Africa,Breede River Valley,Excelsior,3.6,44,6.95,2019,white
Magréd Chardonnay,Italy,Südtirol - Alto Adige,Nals Margreid,3.6,45,14.13,2018,white
Grauburgunder Herrenstück,Germany,Baden,Weingut Holger Koch,4.0,45,12.57,2017,white
Venezia Giulia Picol,Italy,Venezia Giulia,Lis Neris,4.0,45,25.9,2017,white
Gloria,Austria,Burgenland,Kollwentz,4.5,45,79.68,2017,white
Sciare di Est Grillo,Italy,Terre Siciliane,Antichi Vinai,3.7,45,7.42,2017,white
Gaia White Blend,Argentina,Tupungato,Domaine Bousquet,3.7,45,11.01,2016,white
Sauvignon Blanc - Riesling,Germany,Rheinhessen,Nico Espenschied,3.9,45,9.85,2018,white
Grecanico - Inzolia,Italy,Terre Siciliane,Corte dei Mori,3.7,45,6.5,2016,white
Riesling Abtsberg GG,Germany,Mosel,Maximin Grünhaus,4.0,45,26.66,2018,white
Pinot Grigio,Italy,Südtirol - Alto Adige,Tramin,3.5,45,8.9,2019,white
Chardonnay vom Kalkmergel,Germany,Pfalz,Philipp Kuhn,3.6,45,14.89,2018,white
Barón de Chirel Verdejo Viñas Centenarias,Spain,Castilla y León,Marqués de Riscal,4.3,45,41.61,2016,white
Chardonnay,United States,Central Coast,Ryder Estate,3.7,45,15.9,2017,white
Corton-Charlemagne Grand Cru,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.3,45,195.0,2016,white
Just Riesling!,Germany,Nahe,Gut Hermannsberg,3.5,45,9.21,2012,white
Gewürztraminer Trentino,Italy,Trentino,Endrizzi,3.8,45,12.2,2018,white
Copper Series Wilde Chardonnay,Australia,Hunter Valley,Tempus Two,3.8,45,16.83,2017,white
Macabeo,Spain,Castilla,Las Corazas,3.4,45,6.0,2018,white
Sauvignon Blanc Bordeaux,France,Bordeaux,Dourthe N°1,3.0,45,8.95,2010,white
Sauvignon Blanc - Sémillon,Turkey,Thrace,Suvla,3.2,45,12.0,2017,white
Königsschild Riesling,Germany,Nahe,Martin Tesch,3.5,45,13.9,2016,white
Reserva Sauvignon Blanc,Chile,Central Valley,Caliterra,3.7,45,8.32,2019,white
Grüner Veltliner Weinviertel,Austria,Weinviertel,Ingrid Groiss,4.2,45,10.95,2019,white
Vermentino Toscana,Italy,Toscana,Aia Vecchia,3.5,45,9.95,2019,white
Sauvignon Blanc,New Zealand,Marlborough,Mount Nelson,4.1,45,14.99,2019,white
Nachschlag,Germany,Franken,Stahl,3.8,45,6.95,2019,white
Domaine de Fontenille Pouilly-Fumé,France,Pouilly-Fumé,Patrick Maudry,3.9,45,18.97,2018,white
Pinot Grigio delle Venezie,Italy,delle Venezie,Corte Giara,3.6,45,6.43,2019,white
Oroya Created For Sushi,Spain,Castilla y León,Oroya,3.4,45,6.9,2018,white
Hole In The Water Sauvignon Blanc,New Zealand,Marlborough,Konrad,4.1,45,10.9,2019,white
Deidesheimer Kieselberg Riesling Trocken,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.7,45,16.47,2018,white
Les Deux Tours Sauvignon Blanc,France,Loire Valley,de Ladoucette,4.0,46,15.3,2018,white
Grauer Burgunder Trocken,Germany,Baden,Alexander Laible,4.2,46,11.94,2019,white
Castello della Sala San Giovanni della Sala Classico Superiore,Italy,Orvieto,Antinori,3.9,46,14.85,2019,white
Penon Pinot Bianco,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,46,12.8,2018,white
Classic Riesling,France,Alsace,Hugel,3.7,46,14.75,2018,white
Efeso Bianco,Italy,Val di Neto,Librandi,3.9,46,11.4,2017,white
Laudàri Chardonnay,Italy,Terre Siciliane,Baglio del Cristo di Campobello,4.1,46,17.23,2018,white
Nonnenberg Monopol Riesling,Germany,Rheingau,Georg Breuer,4.2,46,52.0,2016,white
Roero Arneis,Italy,Roero,Bruno Giacosa,3.8,46,19.4,2019,white
Pedra de Guix,Spain,Priorat,Terroir Al Límit Soc. Lda,4.3,46,60.0,2016,white
La Falaise Languedoc Blanc,France,Languedoc,Château la Négly,4.1,46,19.01,2016,white
Bordeaux Blanc,France,Bordeaux,Château de Ricaud,3.4,46,7.44,2016,white
Grauer Burgunder vom Löss,Germany,Pfalz,Philipp Kuhn,4.0,46,14.89,2018,white
The Y Series Unwooded Chardonnay,Australia,South Australia,Yalumba,3.2,46,11.9,2019,white
Marienburg GG Fahrlay,Germany,Mosel,Clemens Busch,4.3,46,33.5,2016,white
Kleine Rust Chenin Blanc - Sauvignon Blanc,South Africa,Stellenbosch,Stellenrust,3.6,46,5.76,2019,white
Friulano,Italy,Colli Orientali del Friuli,Torre Rosazza,4.0,46,13.93,2017,white
Kalk & Stein,Germany,Pfalz,Weingut Seckinger,3.7,46,8.8,2018,white
Reiterpfad G.C,Germany,Pfalz,Dr. Bürklin-Wolf,4.1,46,54.17,2014,white
Riesling Alsace,France,Alsace,Kuehn,3.7,46,8.48,2016,white
Sauvignon Blanc Reserve,South Africa,Walker Bay,Bouchard Finlayson,3.6,46,16.95,2017,white
Chardonnay,South Africa,Stellenbosch,Edgebaston,4.0,46,12.95,2018,white
Unplugged Riesling,Germany,Nahe,Martin Tesch,3.7,46,9.9,2018,white
Timpa del Principe,Italy,Calabria,Ferrocinto,3.8,46,7.1,2017,white
Corton-Charlemagne Grand Cru,France,Corton-Charlemagne Grand Cru,Domaine des Héritiers Louis Jadot,4.4,47,189.39,2016,white
Bertesca Vernaccia di San Gimignano,Italy,Vernaccia di San Gimignano,Castelli del Grevepesa,3.1,47,7.42,2017,white
Kirchleiten Sauvignon,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.8,47,15.59,2013,white
Chardonnay,United States,Russian River Valley,Gallo Signature Series,4.2,47,32.01,2016,white
Sauvignon Blanc Trocken,Germany,Rheinhessen,Hofmann,3.8,47,10.0,2019,white
Three Terraces Waihopai Sauvignon Blanc,New Zealand,Marlborough,Marisco Vineyards,3.8,47,15.95,2017,white
Réserve Royale Goruli Mtsvane,Georgia,Kakheti,Mukhrani,4.1,47,29.9,2015,white
Chardonnay,South Africa,Coastal Region,Protea,3.3,47,8.95,2019,white
Lores Chardonnay,Austria,Thermenregion,Johanneshof Reinisch,3.9,47,24.1,2017,white
Nosiola,Italy,Vigneti delle Dolomiti,Madonna delle Vittorie,3.7,47,12.57,2018,white
Golden Grüner Veltliner Reserve,Austria,Weinviertel,Weingut R&A Pfaffl,4.0,47,22.5,2018,white
Chardonnay,France,Pays d'Oc,Croix d'Or,3.8,47,6.9,2018,white
Gelber Muskateller Steirische Klassik,Austria,Südsteiermark,Tement,3.7,47,13.61,2019,white
Schieferterrassen Reserve Riesling,Austria,Kremstal,Domane Krems,4.2,47,14.72,2017,white
Châteauneuf-du-Pape Vieilles Vignes Blanc,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.2,47,46.95,2006,white
Reserva Chardonnay,Chile,Casablanca Valley,Caliterra,3.2,47,6.99,2018,white
Wehlener Sonnenuhr Riesling Spätlese,Germany,Wehlen,Joh. Jos. Prüm,4.2,47,30.47,2017,white
Zeltinger Schlossberg Riesling Auslese**,Germany,Mosel,Markus Molitor,4.5,47,43.65,2007,white
Fiano Salento Roycello,Italy,Salento,Tormaresca,3.5,47,13.25,2018,white
Chablis Vieilles Vignes,France,Chablis,Château de Chemilly,4.0,47,16.5,2017,white
Talò Chardonnay,Italy,Puglia,San Marzano,3.8,47,6.85,2018,white
Manzanile Vermentino di Sardegna,Italy,Vermentino di Sardegna,Gabbas,3.6,47,11.0,2018,white
Rivaner,Germany,Baden,Karl H. Johner,3.3,47,7.72,2018,white
de Vite,Italy,Vigneti delle Dolomiti,J. Hofstätter,4.0,47,11.16,2019,white
Sauvignon Blanc,Italy,Südtirol - Alto Adige,Alois Lageder,3.6,47,12.9,2018,white
Obere Steilterrassen Atzberg Grüner Veltliner,Austria,Wachau,Gritsch Mauritiushof,4.4,47,56.05,2016,white
Sa Fita Blanco,Spain,Plà i Llevant,Es Fangar,4.2,47,18.9,2017,white
Sauvignon Blanc,South Africa,Stellenbosch,Stellenrust,3.5,47,7.29,2019,white
Supperin Grüner Veltliner,Austria,Wachau,Pichler-Krutzler,3.8,47,27.5,2016,white
Bourgogne Hautes-Côtes de Beaune Chardonnay,France,Bourgogne Hautes-Côtes de Beaune,Domaine Henri Delagrange et Fils,3.4,47,16.83,2018,white
Chassagne-Montrachet 1er Cru 'Cailleret',France,Chassagne-Montrachet 1er Cru 'Cailleret',Jean-Marc Morey,4.0,47,86.62,2012,white
Donnaluce,Italy,Lazio,Poggio le Volpi,4.1,47,12.9,2019,white
Frühlingsplätzchen Riesling GG,Germany,Nahe,Emrich-Schönleber,4.2,47,38.95,2014,white
Mâcon-Verzé,France,Mâcon-Villages,Domaine Leflaive,4.1,47,31.9,2018,white
Deidesheimer Herrgottsacker Riesling Trocken,Germany,Pfalz,Georg Mosbacher,4.0,48,10.84,2018,white
Muti Albariño,Spain,Rías Baixas,Raúl Pérez,3.9,48,21.9,2014,white
Perdaudin Roero Arneis,Italy,Roero,Negro Angelo,3.9,48,15.5,2018,white
Anteprima Tonda Trebbiano Spoletino,Italy,Spoleto,Antonelli San Marco,4.1,48,20.9,2017,white
Riesling Trocken,Germany,Rheingau,Prinz,3.5,48,8.95,2016,white
Sémillon - Chardonnay,Australia,South Australia,Rawson's Retreat,3.3,48,7.9,2018,white
La Galopine Condrieu,France,Condrieu,Delas,4.1,48,44.75,2017,white
Le G de Guiraud Bordeaux Blanc Sec,France,Bordeaux,Château Guiraud,4.0,48,14.52,2019,white
Weissenkirchner Achleithen Grüner Veltliner Smaragd,Austria,Wachau,Rudi Pichler,4.2,48,54.0,2015,white
Reserve Sauvignon Blanc,South Africa,Cape Point,Cape Point Vineyards,4.1,48,21.5,2017,white
Escheburg,Germany,Mosel,Immich-Batterieberg,4.0,48,16.47,2011,white
Halgans Riesling Trocken,Germany,Nahe,Emrich-Schönleber,3.7,48,20.9,2016,white
Rías Baixas Albariño,Spain,Rías Baixas,Martin Codax,3.7,48,7.93,2019,white
