Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory
Riesling Grand Premier Cru,Luxembourg,Côtes de Grevenmacher,Bernard-Massard,3.7,48,14.83,2018,white
Grauburgunder,Germany,Pfalz,Rings,3.6,48,9.45,2018,white
Wattle Brae Riesling,Australia,Eden Valley,Langmeil,3.7,48,14.13,2017,white
Baron Salvadori Chardonnay Riserva,Italy,Südtirol - Alto Adige,Nals Margreid,4.0,48,25.9,2016,white
Les Côtes aux Valets Sancerre Blanc,France,Sancerre,Henri Bourgeois,4.2,48,50.69,2015,white
Grüner Veltliner Smaragd Classic,Austria,Wachau,Domäne Wachau,3.9,48,14.99,2017,white
Pouilly-Fuissé Vielles Vignes,France,Pouilly-Fuissé,Daniel Pollier,3.7,48,16.08,2016,white
Limousin,Spain,Rueda,Marqués de Riscal,4.0,48,10.45,2018,white
Terroir Series Torrontes,Argentina,Salta,Kaiken,3.7,48,8.54,2019,white
Timeo Grillo,Italy,Terre Siciliane,Baglio di Pianetto,3.8,48,12.58,2016,white
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.3,48,8.76,2018,white
Sauvignon Blanc,New Zealand,Marlborough,Moroki,3.7,48,8.41,2019,white
Runcneuv Arneis,Italy,Langhe,Roberto Sarotto,3.8,48,9.26,2019,white
Kirchspiel Riesling GG,Germany,Rheinhessen,Wittmann,4.0,48,46.4,2018,white
Grand Marrenon Blanc,France,Luberon,Marrenon,3.5,48,11.5,2018,white
Ganz Horn Im Sonnenschein GG,Germany,Pfalz,Ökonomierat Rebholz,4.1,48,49.0,2015,white
Therese Sauvignon Blanc,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.7,48,23.8,2018,white
Nierstein Riesling Trocken,Germany,Rheinhessen,Kühling-Gillot,3.8,48,19.4,2016,white
Sauvignon Blanc,South Africa,Coastal Region,Diemersfontein,3.4,48,7.5,2017,white
Blanco,Spain,Rioja,Baron de Ley,3.7,48,5.69,2019,white
Le Fornaci Lugana,Italy,Lugana,Tommasi,3.9,48,10.5,2019,white
Oberhäuser Brücke Riesling Spätlese,Germany,Nahe,Dönnhoff,4.2,49,25.84,2015,white
Sauvignon,France,Bordeaux,Le Petit Baigneur,3.4,49,6.49,2018,white
Riesling,France,Alsace,Albert Boxler,4.0,49,25.44,2015,white
Inzolia Sicilia,Italy,Terre Siciliane,Caleo,3.2,49,4.9,2018,white
Riesling,Germany,Pfalz,Friedrich Becker,3.6,49,10.69,2016,white
Meursault 'Les Narvaux',France,Meursault,David Moret-Nomine,4.2,49,63.9,2017,white
Premium Chardonnay,New Zealand,Marlborough,Saint Clair,3.7,49,15.84,2016,white
Viognier,Australia,Barossa Valley,Langmeil,3.9,49,11.21,2016,white
Chardonnay Dei Sassi Cavi,Italy,Collio,Collavini,3.3,49,9.99,2015,white
Loiserberg Grüner Veltliner Reserve,Austria,Kamptal,Loimer,3.8,49,17.55,2017,white
Buntsandstein Riesling,Germany,Pfalz,Frank John,3.8,49,17.5,2017,white
Oktav Grauburgunder,Germany,Baden,Heger,3.7,49,10.67,2014,white
Berg Schlossberg GG,Germany,Rheingau,Weingüter Wegeler,3.9,49,25.0,2016,white
Sauvignon Blanc,South Africa,Stellenbosch,Anura,3.5,49,9.99,2019,white
Luberon,France,Luberon,Famille Perrin,3.6,49,5.71,2019,white
Branco (Antão Vaz - Viognier - Verdelho),Portugal,Alentejano,Ciconia,3.5,49,4.92,2018,white
Montserre Chablis,France,Chablis,Château de Béru,4.2,49,35.0,2017,white
Wehlener Sonnenuhr Riesling Kabinett,Germany,Wehlen,Schloss Lieser,3.8,49,15.9,2018,white
Sauvignon,Italy,Colli Orientali del Friuli,Livio Felluga,3.9,49,18.9,2019,white
Sauvignon Blanc Organic,Chile,Casablanca Valley,Veramonte,3.5,49,8.4,2019,white
Solaris Chorb Rheinau,Switzerland,Zürich,Staatskellerei Zürich,3.8,49,22.91,2018,white
La Froscà Soave Classico,Italy,Soave Classico,Gini,3.8,49,21.45,2016,white
Les Grands Calcaires Cotes du Rhône,France,Côtes-du-Rhône,Domaine Santa Duc,3.6,49,9.2,2017,white
Chardonnay Puglia,Italy,Puglia,Tormaresca,3.6,49,7.39,2019,white
Chardonnay,New Zealand,Marlborough,Nautilus,4.1,49,19.9,2018,white
Pittermännchen Riesling GG,Germany,Nahe,Diel,3.8,49,47.76,2015,white
Meursault-Charmes Premier Cru,France,Meursault 1er Cru 'Charmes',Domaine Jean Monnier & Fils,4.2,49,90.2,2015,white
Chablis Grand Cru 'Les Preuses',France,Chablis Grand Cru 'Preuses',Domaine William Fèvre,4.1,49,97.81,2015,white
Riverbank Riesling,United States,Arroyo Seco,Wente,3.6,49,12.23,2017,white
Alte Reben Grüner Veltliner,Austria,Niederösterreich,Kracher & Sohm,4.0,49,14.65,2016,white
Chardonnay,New Zealand,Marlborough,Greywacke,3.8,49,29.5,2016,white
Bell-Ringer Albariño,New Zealand,Gisborne,Coopers Creek,3.7,49,12.5,2015,white
Eylo Rueda,Spain,Castilla y León,Val de Vid,3.5,49,6.23,2017,white
Collio Friulano,Italy,Collio,Schiopetto,3.9,49,17.9,2018,white
Riesling,Germany,Rheinhessen,Schätzel,3.6,49,12.1,2018,white
Vieilles Vignes Chablis,France,Chablis,Roland Lavantureux,3.9,49,52.0,2013,white
Vigna Runc Friulano,Italy,Friuli-Venezia Giulia,Il Carpino,3.7,49,14.73,2016,white
Les Cépages Sauvignon Blanc,France,Pays d'Oc,Baron Philippe de Rothschild,3.1,50,7.75,2018,white
Grillo,Italy,Terre Siciliane,Poggio Graffetta,4.0,50,9.5,2018,white
Condrieu,France,Condrieu,Tardieu-Laurent,3.8,50,47.2,2017,white
Gianni Masciarelli Trebbiano d'Abruzzo,Italy,Trebbiano d'Abruzzo,Masciarelli,3.7,50,7.66,2018,white
Castello della Sala Conte della Vipera,Italy,Umbria,Antinori,4.1,50,20.85,2019,white
Viré-Clessé,France,Viré-Clessé,Chanson,3.8,50,18.08,2015,white
Danger 380 Volts,Czech Republic,Morava,Milan Nestarec,4.1,50,21.9,2019,white
Maximin Grünhäuser Herrenberg Riesling Kabinett,Germany,Mosel,Maximin Grünhaus,4.1,50,15.5,2018,white
Trebes Ribolla Gialla,Italy,Collio,Attems,3.9,50,18.42,2017,white
Gewürztraminer,Italy,Südtirol - Alto Adige,Terlan (Terlano),3.9,50,13.54,2019,white
Nicole Vineyard Viognier Réserve,France,Pays d'Oc,Paul Mas,3.7,50,8.32,2019,white
Wallufer Walkenberg Riesling Spätlese Trocken,Germany,Rheingau,J.B. Becker,4.1,50,25.0,1998,white
Rosengarten Rüdesheim Monopole GG,Germany,Rheingau,Leitz,4.1,50,38.99,2016,white
Langhe Chardonnay,Italy,Langhe,Enzo Boglietti,3.8,50,15.5,2017,white
Lahn Sauvignon,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.9,50,11.54,2019,white
Sistina Pecorino Terre di Chieti,Italy,Terre di Chieti,Citra,3.7,50,6.73,2019,white
ST23 Weissburgunder Trocken,Germany,Mosel,Weinhaus Gebruder Steffen,3.4,50,5.63,2016,white
Weissburgunder Trocken,Germany,Nahe,Dönnhoff,3.6,50,11.9,2017,white
Wiener Grüner Veltliner,Austria,Wien,Wieninger,3.3,50,13.69,2017,white
Chablis 1er Cru 'Vau Ligneau',France,Chablis 1er Cru 'Vau Ligneau',Alain Geoffroy,3.6,50,24.18,2018,white
Blandine Le Blanc,France,Côtes de Gascogne,Château du Cèdre,3.6,50,5.9,2018,white
Chardonnay,Australia,South Australia,Oxford Landing,3.1,50,8.78,2018,white
Volz Riesling,Germany,Wiltingen,Van Volxem,4.3,50,31.19,2016,white
Cavanera Ripa di Scorciavacca Etna Bianco,Italy,Etna,Firriato,3.8,50,19.99,2017,white
Kirchspiel Riesling GG,Germany,Rheinhessen,Wittmann,4.2,50,51.8,2017,white
Eight Rows Sauvignon Blanc,South Africa,Durbanville,Diemersdal,4.0,50,18.5,2019,white
The Wine Collection Sauvignon,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.7,50,142.01,2016,white
Petit Chablis,France,Petit Chablis,Château de Chemilly,4.0,50,13.9,2017,white
Zeltinger Schlossberg Riesling Trockenbeerenauslese,Germany,Mosel,Markus Molitor,4.6,51,95.55,2006,white
Vom Stein Pinot Bianco,Italy,Südtirol - Alto Adige,Castelfeder,3.6,51,9.25,2018,white
Wolfer Sonnenlay Riesling Kabinett,Germany,Mosel,Weiser-Künstler,3.9,51,13.9,2017,white
Tradition Grüner Veltliner,Austria,Weinviertel,Dürnberg,3.8,51,11.5,2017,white
Scheurebe Trocken,Germany,Pfalz,Weingut Weegmüller,3.7,51,8.4,2018,white
Circle of Life White,South Africa,Stellenbosch,Waterkloof,4.0,51,16.9,2016,white
Les Vieilles Vignes Chablis,France,Chablis,Pascal Bouchard,4.1,51,23.5,2017,white
Trittenheimer Apotheke Riesling Kabinett,Germany,Mosel,Ansgar Clüsserath,4.0,51,14.26,2017,white
Verdejo,Spain,Rueda,Val de Vid,3.6,51,9.65,2019,white
Riesling Berg Roseneck Kabinett Trocken,Germany,Rheingau,Künstler,4.0,51,17.29,2012,white
Chardonnay,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.5,51,6.9,2018,white
Extra Blanc,France,Languedoc-Roussillon,Gérard Bertrand,3.4,51,10.68,2018,white
Viognier,Germany,Pfalz,Oliver Zeter,3.9,51,16.58,2016,white
Kranachberg Sauvignon Blanc,Austria,Südsteiermark,Sattlerhof,4.1,51,41.58,2016,white
Als Wär's ein Stück Von Mir,Germany,Rheinhessen,Weingut Gunderloch,3.6,51,11.4,2015,white
Chardonnay,United States,California,Stone Barn,3.8,51,7.6,2017,white
Collezione Lugana,Italy,Lugana,Bertani,3.4,51,11.63,2018,white
Loibner Grüner Veltliner Smaragd Vinothekfüllung,Austria,Wachau,Weingut Knoll,4.2,51,45.0,2018,white
Lenz Riesling,Germany,Nahe,Emrich-Schönleber,4.0,51,12.0,2017,white
Scharzhofberger P Riesling,Germany,Wiltingen,Van Volxem,4.1,51,44.95,2015,white
Iphöfer Kronsberg Scheurebe Alte Reben,Germany,Franken,Hans Wirsching,4.2,52,20.89,2017,white
Vom Schiefer Riesling Trocken,Germany,Mosel,Ansgar Clüsserath,3.7,52,9.26,2018,white
Piesporter Goldtröpfchen Riesling Feinherb,Germany,Mosel,Ansgar Clüsserath,3.9,52,15.4,2016,white
Sulz Morillon,Austria,Südsteiermark,Tement,4.0,52,34.73,2013,white
Custoza,Italy,Bianco di Custoza,Menegotti,3.6,52,7.25,2018,white
Petit Salé de Villeneuve,France,Provence,Château de Roquefort,3.7,52,12.9,2019,white
Schweigen Chardonnay,Germany,Pfalz,Friedrich Becker,4.1,52,23.06,2017,white
Private Selection Vinhas Velhas Branco,Portugal,Alentejo,Paulo Laureano,4.0,52,13.65,2016,white
Heugumber,Germany,Baden,Ziereisen,3.4,52,5.5,2016,white
L'Elfo Pinot Grigio,Italy,Veneto,Sacchetto,3.7,52,6.19,2019,white
Inzolia - Chardonnay,Italy,Terre Siciliane,Roccaperciata,3.4,52,5.68,2018,white
Gorges,France,Muscadet-Sevre et Maine,Pépière,3.9,52,17.06,2015,white
Juffer Riesling Trocken GG,Germany,Mosel,Fritz Haag,3.9,52,23.9,2018,white
Zeltinger Sonnenuhr Riesling Auslese***,Germany,Mosel,Markus Molitor,4.1,52,49.99,2003,white
Steirische Klassik Sauvignon Blanc,Austria,Südsteiermark,Gross,3.7,52,19.39,2014,white
Varietal Chardonnay,Chile,Central Valley,Santa Helena,3.1,52,4.89,2019,white
Sauvignon Blanc,Argentina,Mendoza,Mariflor,4.3,52,22.42,2018,white
Chardonnay Toscana Collezione Privata,Italy,Toscana,Isole e Olena,4.4,52,53.84,2018,white
Geheimrat J Riesling Spätlese Trocken,Germany,Rheingau,Weingüter Wegeler,4.1,52,24.9,2012,white
Gewürztraminer Alsace Grand Cru Hatschbourg,France,Alsace Grand Cru,Wolfberger,4.0,52,18.42,2017,white
Héritage Chardonnay,France,Pays d'Oc,Château Guilhem,3.7,52,6.58,2018,white
Albarino,Spain,Rías Baixas,Atlantik,3.8,52,9.9,2018,white
Chardonnay,Germany,Pfalz,Friedrich Becker,3.6,52,10.72,2018,white
Premium Tămâioasă Românească Sec,Romania,Dealu Mare,Budureasca,3.6,52,10.5,2018,white
Camino del Pelegrino (Peregrino) Albariño,Spain,Galicia,Pazo Señorans,3.5,52,14.13,2018,white
Sauvignon Blanc Rueda,Spain,Rueda,Blume,3.4,53,5.99,2018,white
Chardonnay,South Africa,Cape Point,Cape Point Vineyards,3.9,53,19.9,2017,white
Isliedh,South Africa,Cape Point,Cape Point Vineyards,4.1,53,31.95,2018,white
Pinot Bianco Vial,Italy,Trentino-Alto Adige,Cantina Kaltern,3.7,53,11.6,2018,white
Ungstein Scheurebe,Germany,Pfalz,Pfeffingen,3.8,53,12.95,2017,white
Mercurey Clos Rochette,France,Mercurey,Faiveley,4.1,53,20.95,2018,white
Alleskönner Weiss,Germany,Rheinhessen,Becker Landgraf,3.8,53,7.7,2018,white
Pratto Bianco (Pratto Benaco Bresciano),Italy,Benaco Bresciano,Cà dei Frati,4.1,53,14.52,2018,white
Chablis,France,Chablis,Domaine des Héritières,3.6,53,15.06,2018,white
Klausen Sauvignon Blanc,Austria,Steiermark,Neumeister,3.9,53,23.52,2017,white
Amarela,Italy,Marche,Garofoli,3.3,53,5.9,2018,white
Chardonnay,Slovenia,Goriška Brda,Edi Simčič,3.8,53,20.99,2013,white
Markus Pfaffmann Grauburgunder Trocken,Germany,Pfalz,Karl Pfaffmann,3.9,53,6.6,2019,white
Chardonnay Prestige Cuvée,South Africa,Robertson,Bon Courage,3.8,53,7.79,2018,white
Vignes Blanches Pouilly-Fuissé,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,3.9,53,24.95,2016,white
Am Schwarzen Herrgott Riesling,Germany,Rheinhessen,Battenfeld Spanier,4.2,53,41.58,2016,white
Oppenheim Riesling,Germany,Rheinhessen,Kühling-Gillot,4.0,53,17.45,2017,white
L'U Umbria Bianco,Italy,Umbria,Lungarotti,3.8,53,10.71,2018,white
Riesling,Hungary,Tolna,Tűzkő,3.4,53,7.66,2018,white
Verdejo,Spain,Rueda,Intruso,3.6,53,8.28,2018,white
Riesling Heiligenstein,Austria,Kamptal,Weingut Bründlmayer,3.9,53,22.91,2018,white
Moscato,Spain,Valencia,The Tapas Wine Collection,3.9,53,7.53,2018,white
Chardonnay,South Africa,Stellenbosch,Vergelegen,3.6,53,13.99,2018,white
Sauvignon Blanc Trocken,Germany,Pfalz,Knipser,4.0,53,9.85,2019,white
Wehlener Sonnenuhr Riesling Kabinett,Germany,Mosel,Markus Molitor,3.9,53,19.95,2015,white
Μαλαγουζιά (Malagouziá),Greece,Achaia,Tetramythos,3.5,53,9.9,2017,white
Müller Thurgau,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.7,53,10.09,2018,white
Punggl Pinot Grigio,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,53,14.9,2018,white
Chablis,France,Chablis,Chartron et Trébuchet,3.8,53,22.95,2018,white
Fabelhaft Riesling,Germany,Mosel,Fio,3.4,53,10.35,2017,white
Ferentano Lazio,Italy,Lazio,Falesco,3.9,53,26.18,2016,white
Taylors Pass Vineyard Chardonnay,New Zealand,Marlborough,Villa Maria,3.8,53,22.1,2016,white
La Fontaine Aux Enfants Cru d'Alsace,France,Alsace,Marc Kreydenweiss,3.7,53,22.0,2016,white
Mandelpfad Riesling GG,Germany,Pfalz,Knipser,3.8,54,27.0,2017,white
Gewurztraminer,France,Alsace,Jean-Rémy Haeffelin,3.6,54,10.71,2016,white
La Fontaine Aux Enfants Cru d'Alsace,France,Alsace,Marc Kreydenweiss,3.8,54,22.0,2015,white
Blauschiefer Riesling Trocken,Germany,Mosel,Kerpen,3.6,54,7.9,2018,white
Pago de los Balagueses Chardonnay,Spain,Utiel-Requena,Vegalfaro,3.9,54,16.47,2017,white
Côtes du Rhône Blanc,France,Côtes-du-Rhône,Domaine de la Solitude,4.0,54,8.5,2018,white
Circumstance Sauvignon Blanc,South Africa,Stellenbosch,Waterkloof,3.8,54,15.5,2018,white
Mountain White,South Africa,Stellenbosch,Thelema,3.6,54,10.9,2015,white
Gaisböhl G.C,Germany,Pfalz,Dr. Bürklin-Wolf,4.2,54,54.0,2016,white
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.6,54,9.95,2017,white
Ried Steinriegl Sauvignon Blanc,Austria,Südsteiermark,Wohlmuth,3.8,54,17.4,2018,white
Castel Firmian Chardonnay Trentino,Italy,Trentino,Mezzacorona,3.3,54,6.9,2018,white
Moscatel Old Vines,Spain,Sierras de Málaga,Botani,4.1,54,16.74,2018,white
Riesling Classic,Germany,Rheingau,Prinz von Hessen,3.9,54,9.5,2018,white
Malterdingen Weisser Burgunder,Germany,Baden,Bernhard Huber,3.9,54,27.6,2016,white
Loibenberg Riesling,Austria,Wachau,Pichler-Krutzler,4.3,54,33.0,2015,white
Cuvée Vauban Pouilly-Vinzelles,France,Pouilly-Vinzelles,Château de Vinzelles,3.8,54,17.54,2014,white
Altima Sauvignon Blanc,South Africa,Overberg,Cape of Good Hope,4.3,54,13.99,2018,white
Danie de Wet Chardonnay Sur Lie,South Africa,Robertson,De Wetshof,3.7,54,8.72,2019,white
Pinot Gris Alsace Grand Cru 'Kitterlé',France,Alsace Grand Cru,Domaines Schlumberger,3.9,54,35.58,2010,white
Danie de Wet Sauvignon Blanc,South Africa,Robertson,De Wetshof,3.4,54,6.15,2019,white
Sulz Sauvignon Blanc,Austria,Südsteiermark,Gross,4.0,54,27.9,2015,white
Sancerre Grande Cuvée Blanc,France,Sancerre,Comte Lafond,4.2,54,38.9,2017,white
Chardonnay,France,Côtes de Thongue,Domaine Montrose,3.7,54,8.39,2018,white
Molamatta Collio Bianco,Italy,Collio,Marco Felluga,3.8,54,25.99,2015,white
Grauer Burgunder Trocken,Germany,Rheinhessen,Wittmann,3.7,54,11.4,2018,white
Wachstum Bodenstein Grüner Veltliner,Austria,Wachau,Prager,4.4,54,38.75,2016,white
Dürnstein Grüner Veltliner,Austria,Wachau,Pichler-Krutzler,3.6,54,13.7,2018,white
Riesling,France,Alsace,Albert Boxler,3.9,54,26.32,2016,white
Chardonnay,Austria,Burgenland,Paul Achs,3.3,54,23.61,2017,white
Blanco,Spain,Rioja Alta,Tarón,3.3,54,5.76,2018,white
Perlita Chardonnay,Argentina,Uco Valley,DiamAndes,3.7,54,9.99,2018,white
Chardonnay,Germany,Rheinhessen,Knewitz,3.6,54,8.9,2018,white
Schiste,France,Vins des Allobroges,Domaine des Ardoisieres,4.3,54,44.85,2018,white
Muros Antigos Alvarinho,Portugal,Monção e Melgaço,Anselmo Mendes,3.9,54,11.5,2019,white
The King's Bastard Chardonnay,New Zealand,Marlborough,The Kings Series,4.1,54,16.95,2017,white
Hinter der Burg Grüner Veltliner,Austria,Wachau,Prager,4.1,54,19.95,2019,white
Cap Maritime Chardonnay,South Africa,Hemel-en-Aarde Valley,Boekenhoutskloof,4.1,55,50.56,2017,white
Westhofen Riesling Trocken,Germany,Rheinhessen,K.Wechsler,3.8,55,12.87,2018,white
Königsbacher Ölberg Riesling,Germany,Pfalz,Von Winning,4.2,55,19.45,2018,white
Terresinis,Italy,Valle del Tirso,Vernaccia Oristano,3.9,55,7.35,2018,white
Riesling Alte Reben,Germany,Mosel,Maximin Grünhaus,3.9,55,15.65,2018,white
Mosel Alte Reben Riesling,Germany,Mosel,Markus Molitor,4.0,55,17.8,2018,white
Hydra Vernaccia di San Gimignano,Italy,Vernaccia di San Gimignano,Il Palagione,3.7,55,11.2,2017,white
Grüner Veltliner,Hungary,Tolna,Tűzkő,3.3,55,7.66,2017,white
Grauburgunder Trocken,Germany,Pfalz,Knipser,3.9,55,13.8,2018,white
Karthäuser Riesling,Germany,Nahe,Martin Tesch,3.6,55,13.9,2016,white
Saint-Véran,France,Saint-Véran,Les Héritiers du Comte Lafon,4.0,55,36.33,2016,white
Serruria Chardonnay,South Africa,Overberg,Cape of Good Hope,4.1,55,13.99,2017,white
Axpoint Grüner Veltliner,Austria,Wachau,Gritsch Mauritiushof,3.7,55,13.54,2017,white
Orvieto Classico Bianco,Italy,Orvieto,Ruffino,3.6,55,6.49,2019,white
Riesling,Germany,Mosel,Weiser-Künstler,4.1,55,11.5,2018,white
Sauvignon Blanc,South Africa,Robertson,Arabella,4.0,55,5.95,2020,white
Sirmian Pinot Bianco,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,55,17.45,2018,white
Chablis Premier Cru Fourchaume,France,Chablis Premier Cru,Domaine William Fèvre,4.2,55,49.37,2017,white
The King's Favour Sauvignon Blanc,New Zealand,Marlborough,The Kings Series,4.0,55,13.9,2018,white
Pinot Bianco,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.5,55,11.02,2018,white
Gavi,Italy,Gavi,Fontanafredda,3.6,55,8.59,2017,white
Cellar Selection Bosstok Chenin Blanc,South Africa,Paarl,Rhebokskloof,3.8,55,8.29,2018,white
Pettenthal Riesling GG,Germany,Rheinhessen,Kühling-Gillot,4.0,55,46.0,2016,white
Côtes-Du-Rhône Guy Louis Blanc,France,Côtes-du-Rhône,Tardieu-Laurent,3.7,55,19.8,2017,white
One Man Band White,South Africa,Elgin,Iona,4.1,55,24.9,2016,white
Condrieu,France,Condrieu,E. Guigal,3.9,55,45.0,2018,white
Faß 25 Ayler Riesling,Germany,Mosel,Peter Lauer,3.9,55,15.5,2016,white
Pioneer Block 3 43 Degrees Sauvignon Blanc,New Zealand,Marlborough,Saint Clair,4.0,55,18.95,2019,white
Pettenthal Riesling GG Trocken,Germany,Rheinhessen,Weingut Gunderloch,3.9,55,26.81,2014,white
Two Princes Riesling,Germany,Nahe,Prinz Salm,4.0,55,8.96,2018,white
Maximin Grünhäuser Abtsberg Riesling Spätlese,Germany,Mosel,Maximin Grünhaus,4.2,55,18.43,2018,white
Aurelia Langhe Arneis,Italy,Langhe,Rivetti Massimo,3.6,55,9.65,2018,white
Las Pizarras Chardonnay,Chile,Aconcagua Costa,Errazuriz,4.0,55,75.76,2017,white
Mercurey Blanc,France,Mercurey,Château de Chamirey,4.0,55,32.0,2017,white
Kalmuck White,Austria,Wachau,Gritsch Mauritiushof,3.5,55,9.74,2018,white
Pouilly-Fuissé Clos Sur la Roche,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,4.2,55,28.07,2017,white
Saint-Romain,France,Saint-Romain,David Moret-Nomine,4.3,55,29.9,2017,white
Family Vineyards Chardonnay,Brazil,Rio Grande do Sul,Miolo,3.2,55,9.9,2016,white
Cuvée Especial Verdejo,Spain,Rueda,José Pariente,4.0,56,32.5,2016,white
Grüner Veltliner Federspiel Kaiserberg,Austria,Wachau,Domäne Wachau,3.5,56,12.3,2018,white
Wachenheimer Altenburg P.C,Germany,Pfalz,Dr. Bürklin-Wolf,3.9,56,28.0,2016,white
Nierstein Riesling Trocken,Germany,Rheinhessen,Weingut Gunderloch,3.8,56,13.64,2017,white
Sancerre 'Les Caillottes',France,Sancerre,Dauny,3.8,56,15.7,2019,white
Corton-Charlemagne Grand Cru,France,Corton-Charlemagne Grand Cru,Vincent Girardin,4.5,56,156.7,2016,white
Paradies Riesling,Germany,Nahe,Korrell,3.9,56,22.89,2017,white
El Afrutado,Spain,Lanzarote,El Grifo,3.7,56,9.65,2015,white
Toscana Bianco,Italy,Toscana,Ornellaia,4.5,56,251.23,2016,white
Centenaire Côtes du Roussillon Blanc,France,Côtes du Roussillon,Domaine Lafage,3.7,56,12.1,2018,white
Pessac-Léognan Blanc (Grand Cru Classé de Graves),France,Pessac-Léognan,Domaine de Chevalier,4.2,56,107.95,2005,white
Riesling,Germany,Rheinhessen,Dreissigacker,3.8,56,11.21,2018,white
Geheimrat J Riesling Spätlese Trocken,Germany,Rheingau,Weingüter Wegeler,4.2,56,24.9,2011,white
Müller Thurgau,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.6,56,9.65,2018,white
From Black to White Il Bianco,Italy,Veneto,Zýmē,3.9,56,15.04,2018,white
Escheburg,Germany,Mosel,Immich-Batterieberg,3.8,56,15.5,2014,white
Von den Terrassen Riesling,Germany,Mosel,Reinhard Knebel,4.0,56,14.35,2018,white
Corton-Charlemagne Grand Cru,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.3,56,249.95,1993,white
Villa Grand Cap Blanc,France,Vin de France,Lionel Osmin & Cie,3.4,56,7.3,2018,white
Chardonnay,Argentina,Lujan de Cuyo,Sottano,3.5,56,9.7,2017,white
Blanc,France,Côtes Catalanes,Domaine de l'Horizon,3.9,56,39.96,2011,white
Vom Buntsandstein Riesling Trocken,Germany,Pfalz,Ökonomierat Rebholz,3.8,56,21.5,2016,white
Hullabaloo,Germany,Pfalz,Schneider,4.1,56,16.9,2019,white
Silvaner VDP.Erste Lage Escherndorfer Lump,Germany,Franken,Rainer Sauer,3.7,56,14.57,2016,white
La Soufrandière Climat Les Quarts Pouilly-Vinzelles,France,Pouilly-Vinzelles,Bret Brothers & The Soufrandière,4.0,56,46.5,2017,white
Bandol Blanc,France,Bandol,La Suffrene,3.5,56,17.5,2019,white
Killka Chardonnay,Argentina,Uco Valley,Salentein,3.5,56,9.25,2017,white
Alea Riesling,Australia,Clare Valley,Grosset,4.0,56,25.9,2018,white
Riesling Trocken,Germany,Nahe,Emrich-Schönleber,3.9,56,9.9,2018,white
